date,open,high,low,close,volume
2021-06-11,26902.0,26902.0,26902.0,26902.0,0.0
2021-06-14,27104.0,27104.0,27104.0,27104.0,0.0
2021-06-15,27365.0,27365.0,27365.0,27365.0,0.0
2021-06-16,27227.0,27227.0,27227.0,27227.0,0.0
2021-06-17,26975.0,26975.0,26975.0,26975.0,0.0
2021-06-18,26926.0,26926.0,26926.0,26926.0,0.0
2021-06-21,26043.0,26043.0,26043.0,26043.0,0.0
2021-06-22,26857.0,26857.0,26857.0,26857.0,0.0
2021-06-23,26847.0,26847.0,26847.0,26847.0,0.0
2021-06-24,26852.0,26852.0,26852.0,26852.0,0.0
2021-06-25,27030.0,27030.0,27030.0,27030.0,0.0
2021-06-28,27020.0,27020.0,27020.0,27020.0,0.0
2021-06-29,26798.0,26798.0,26798.0,26798.0,0.0
2021-06-30,26783.0,26783.0,26783.0,26783.0,0.0
2021-07-01,26704.0,26704.0,26704.0,26704.0,0.0
2021-07-02,26778.0,26778.0,26778.0,26778.0,0.0
2021-07-06,26655.0,26655.0,26655.0,26655.0,0.0
2021-07-07,26398.0,26398.0,26398.0,26398.0,0.0
2021-07-08,26167.0,26167.0,26167.0,26167.0,0.0
2021-07-09,26004.0,26004.0,26004.0,26004.0,0.0
2021-07-12,26591.0,26591.0,26591.0,26591.0,0.0
2021-07-13,26734.0,26734.0,26734.0,26734.0,0.0
2021-07-14,26630.0,26630.0,26630.0,26630.0,0.0
2021-07-15,26329.0,26329.0,26329.0,26329.0,0.0
2021-07-16,26073.0,26073.0,26073.0,26073.0,0.0
2021-07-19,25752.0,25752.0,25752.0,25752.0,0.0
2021-07-20,25506.0,25506.0,25506.0,25506.0,0.0
2021-07-21,25654.0,25654.0,25654.0,25654.0,0.0
2021-07-22,25659.0,25659.0,25659.0,25659.0,0.0
2021-07-23,25659.0,25659.0,25659.0,25659.0,0.0
2021-07-26,25930.0,25930.0,25930.0,25930.0,0.0
2021-07-27,26058.0,26058.0,26058.0,26058.0,0.0
2021-07-28,25698.0,25698.0,25698.0,25698.0,0.0
2021-07-29,25885.0,25885.0,25885.0,25885.0,0.0
2021-07-30,25422.0,25422.0,25422.0,25422.0,0.0
2021-08-02,25890.0,25890.0,25890.0,25890.0,0.0
2021-08-03,25762.0,25762.0,25762.0,25762.0,0.0
2021-08-04,25708.0,25708.0,25708.0,25708.0,0.0
2021-08-05,25846.0,25846.0,25846.0,25846.0,0.0
2021-08-06,25930.0,25930.0,25930.0,25930.0,0.0
2021-08-09,25935.0,25935.0,25935.0,25935.0,0.0
2021-08-10,25999.0,25999.0,25999.0,25999.0,0.0
2021-08-11,26172.0,26172.0,26172.0,26172.0,0.0
2021-08-12,26122.0,26122.0,26122.0,26122.0,0.0
2021-08-13,26088.0,26088.0,26088.0,26088.0,0.0
2021-08-16,25668.0,25668.0,25668.0,25668.0,0.0
2021-08-17,25580.0,25580.0,25580.0,25580.0,0.0
2021-08-18,25733.0,25733.0,25733.0,25733.0,0.0
2021-08-19,25446.0,25446.0,25446.0,25446.0,0.0
2021-08-20,25200.0,25200.0,25200.0,25200.0,0.0
2021-08-23,25654.0,25654.0,25654.0,25654.0,0.0
2021-08-24,25876.0,25876.0,25876.0,25876.0,0.0
2021-08-25,25871.0,25871.0,25871.0,25871.0,0.0
2021-08-26,25890.0,25890.0,25890.0,25890.0,0.0
2021-08-27,25797.0,25797.0,25797.0,25797.0,0.0
2021-08-30,25940.0,25940.0,25940.0,25940.0,0.0
2021-08-31,26221.0,26221.0,26221.0,26221.0,0.0
2021-09-01,26561.0,26561.0,26561.0,26561.0,0.0
2021-09-02,26645.0,26645.0,26645.0,26645.0,0.0
2021-09-03,27193.0,27193.0,27193.0,27193.0,0.0
2021-09-07,27937.0,27937.0,27937.0,27937.0,0.0
2021-09-08,28184.0,28184.0,28184.0,28184.0,0.0
2021-09-09,28026.0,28026.0,28026.0,28026.0,0.0
2021-09-10,28376.0,28376.0,28376.0,28376.0,0.0
2021-09-13,28440.0,28440.0,28440.0,28440.0,0.0
2021-09-14,28653.0,28653.0,28653.0,28653.0,0.0
2021-09-15,28505.0,28505.0,28505.0,28505.0,0.0
2021-09-16,28332.0,28332.0,28332.0,28332.0,0.0
2021-09-17,28495.0,28495.0,28495.0,28495.0,0.0
2021-09-20,28500.0,28500.0,28500.0,28500.0,0.0
2021-09-21,27888.0,27888.0,27888.0,27888.0,0.0
2021-09-22,27701.0,27701.0,27701.0,27701.0,0.0
2021-09-23,27701.0,27701.0,27701.0,27701.0,0.0
2021-09-24,28273.0,28273.0,28273.0,28273.0,0.0
2021-09-27,28268.0,28268.0,28268.0,28268.0,0.0
2021-09-28,28218.0,28218.0,28218.0,28218.0,0.0
2021-09-29,27622.0,27622.0,27622.0,27622.0,0.0
2021-09-30,27538.0,27538.0,27538.0,27538.0,0.0
2021-10-01,26902.0,26902.0,26902.0,26902.0,0.0
2021-10-04,26601.0,26601.0,26601.0,26601.0,0.0
2021-10-05,26019.0,26019.0,26019.0,26019.0,0.0
2021-10-06,25747.0,25747.0,25747.0,25747.0,0.0
2021-10-07,25890.0,25890.0,25890.0,25890.0,0.0
2021-10-08,26236.0,26236.0,26236.0,26236.0,0.0
2021-10-11,26660.0,26660.0,26660.0,26660.0,0.0
2021-10-12,26413.0,26413.0,26413.0,26413.0,0.0
2021-10-13,26329.0,26329.0,26329.0,26329.0,0.0
2021-10-14,26714.0,26714.0,26714.0,26714.0,0.0
2021-10-15,27202.0,27202.0,27202.0,27202.0,0.0
2021-10-18,27168.0,27168.0,27168.0,27168.0,0.0
2021-10-19,27345.0,27345.0,27345.0,27345.0,0.0
2021-10-20,27385.0,27385.0,27385.0,27385.0,0.0
2021-10-21,26872.0,26872.0,26872.0,26872.0,0.0
2021-10-22,26966.0,26966.0,26966.0,26966.0,0.0
2021-10-25,26778.0,26778.0,26778.0,26778.0,0.0
2021-10-26,27252.0,27252.0,27252.0,27252.0,0.0
2021-10-27,27247.0,27247.0,27247.0,27247.0,0.0
2021-10-28,26990.0,26990.0,26990.0,26990.0,0.0
2021-10-29,27059.0,27059.0,27059.0,27059.0,0.0
2021-11-01,27770.0,27770.0,27770.0,27770.0,0.0
2021-11-02,27651.0,27651.0,27651.0,27651.0,0.0
2021-11-03,27656.0,27656.0,27656.0,27656.0,0.0
2021-11-04,27913.0,27913.0,27913.0,27913.0,0.0
2021-11-05,27745.0,27745.0,27745.0,27745.0,0.0
2021-11-08,27651.0,27651.0,27651.0,27651.0,0.0
2021-11-09,27444.0,27444.0,27444.0,27444.0,0.0
2021-11-10,27276.0,27276.0,27276.0,27276.0,0.0
2021-11-11,27439.0,27439.0,27439.0,27439.0,0.0
2021-11-12,27750.0,27750.0,27750.0,27750.0,0.0
2021-11-15,27913.0,27913.0,27913.0,27913.0,0.0
2021-11-16,27942.0,27942.0,27942.0,27942.0,0.0
2021-11-17,27834.0,27834.0,27834.0,27834.0,0.0
2021-11-18,27750.0,27750.0,27750.0,27750.0,0.0
2021-11-19,27888.0,27888.0,27888.0,27888.0,0.0
2021-11-22,27923.0,27923.0,27923.0,27923.0,0.0
2021-11-23,27923.0,27923.0,27923.0,27923.0,0.0
2021-11-24,27484.0,27484.0,27484.0,27484.0,0.0
2021-11-26,26413.0,26413.0,26413.0,26413.0,0.0
2021-11-29,26537.0,26537.0,26537.0,26537.0,0.0
