date,open,high,low,close,volume
2021-12-21,5050.25,5050.25,5050.25,5050.25,0.0
2021-12-22,5100.25,5100.25,5100.25,5100.25,0.0
2021-12-23,5135.0,5135.0,5135.0,5135.0,0.0
2021-12-27,5207.25,5207.25,5207.25,5207.25,0.0
2021-12-28,5208.5,5208.5,5208.5,5208.5,0.0
2021-12-29,5217.0,5217.0,5217.0,5217.0,0.0
2021-12-30,5201.75,5201.75,5201.75,5201.75,0.0
2021-12-31,5186.75,5186.75,5186.75,5186.75,0.0
2022-01-03,5223.0,5223.0,5223.0,5223.0,0.0
2022-01-04,5225.25,5225.25,5225.25,5225.25,0.0
2022-01-05,5124.25,5124.25,5124.25,5124.25,0.0
2022-01-06,5122.25,5122.25,5122.25,5122.25,0.0
2022-01-07,5102.5,5102.5,5102.5,5102.5,0.0
2022-01-10,5097.5,5097.5,5097.5,5097.5,0.0
2022-01-11,5140.75,5140.75,5140.75,5140.75,0.0
2022-01-12,5154.5,5154.5,5154.5,5154.5,0.0
2022-01-13,5079.5,5079.5,5079.5,5079.5,0.0
2022-01-14,5096.75,5096.75,5096.75,5096.75,0.0
2022-01-18,4997.75,4997.75,4997.75,4997.75,0.0
2022-01-19,4947.75,4947.75,4947.75,4947.75,0.0
2022-01-20,4893.5,4893.5,4893.5,4893.5,0.0
2022-01-21,4799.75,4799.75,4799.75,4799.75,0.0
2022-01-24,4811.75,4811.75,4811.75,4811.75,0.0
2022-01-25,4749.25,4749.25,4749.25,4749.25,0.0
2022-01-26,4744.0,4744.0,4744.0,4744.0,0.0
2022-01-27,4716.5,4716.5,4716.5,4716.5,0.0
2022-01-28,4839.0,4839.0,4839.0,4839.0,0.0
2022-01-31,4938.25,4938.25,4938.25,4938.25,0.0
2022-02-01,4975.25,4975.25,4975.25,4975.25,0.0
2022-02-02,5020.0,5020.0,5020.0,5020.0,0.0
2022-02-03,4900.75,4900.75,4900.75,4900.75,0.0
2022-02-04,4942.0,4942.0,4942.0,4942.0,0.0
2022-02-07,4918.25,4918.25,4918.25,4918.25,0.0
2022-02-08,4963.75,4963.75,4963.75,4963.75,0.0
2022-02-09,5036.75,5036.75,5036.75,5036.75,0.0
2022-02-10,4966.0,4966.0,4966.0,4966.0,0.0
2022-02-11,4870.0,4870.0,4870.0,4870.0,0.0
2022-02-14,4854.75,4854.75,4854.75,4854.75,0.0
2022-02-15,4927.5,4927.5,4927.5,4927.5,0.0
2022-02-16,4931.75,4931.75,4931.75,4931.75,0.0
2022-02-17,4826.25,4826.25,4826.25,4826.25,0.0
2022-02-18,4786.0,4786.0,4786.0,4786.0,0.0
2022-02-22,4748.0,4748.0,4748.0,4748.0,0.0
2022-02-23,4661.5,4661.5,4661.5,4661.5,0.0
2022-02-24,4721.25,4721.25,4721.25,4721.25,0.0
2022-02-25,4827.75,4827.75,4827.75,4827.75,0.0
2022-02-28,4800.5,4800.5,4800.5,4800.5,0.0
2022-03-01,4708.5,4708.5,4708.5,4708.5,0.0
2022-03-02,4822.75,4822.75,4822.75,4822.75,0.0
2022-03-03,4801.0,4801.0,4801.0,4801.0,0.0
2022-03-04,4766.75,4766.75,4766.75,4766.75,0.0
2022-03-07,4619.75,4619.75,4619.75,4619.75,0.0
2022-03-08,4603.5,4603.5,4603.5,4603.5,0.0
2022-03-09,4726.5,4726.5,4726.5,4726.5,0.0
2022-03-10,4705.75,4705.75,4705.75,4705.75,0.0
2022-03-11,4646.0,4646.0,4646.0,4646.0,0.0
2022-03-14,4629.5,4629.5,4629.5,4629.5,0.0
2022-03-15,4726.5,4726.5,4726.5,4726.5,0.0
2022-03-16,4839.0,4839.0,4839.0,4839.0,0.0
2022-03-17,4895.5,4895.5,4895.5,4895.5,0.0
2022-03-18,4952.75,4952.75,4952.75,4952.75,0.0
2022-03-21,4959.25,4959.25,4959.25,4959.25,0.0
2022-03-22,5030.0,5030.0,5030.0,5030.0,0.0
2022-03-23,4964.75,4964.75,4964.75,4964.75,0.0
2022-03-24,5038.75,5038.75,5038.75,5038.75,0.0
2022-03-25,5080.0,5080.0,5080.0,5080.0,0.0
2022-03-28,5120.5,5120.5,5120.5,5120.5,0.0
2022-03-29,5185.25,5185.25,5185.25,5185.25,0.0
2022-03-30,5147.75,5147.75,5147.75,5147.75,0.0
2022-03-31,5070.25,5070.25,5070.25,5070.25,0.0
2022-04-01,5086.0,5086.0,5086.0,5086.0,0.0
2022-04-04,5128.5,5128.5,5128.5,5128.5,0.0
2022-04-05,5080.5,5080.5,5080.5,5080.5,0.0
2022-04-06,5031.5,5031.5,5031.5,5031.5,0.0
2022-04-07,5048.0,5048.0,5048.0,5048.0,0.0
2022-04-08,5045.5,5045.5,5045.5,5045.5,0.0
2022-04-11,4953.0,4953.0,4953.0,4953.0,0.0
2022-04-12,4921.25,4921.25,4921.25,4921.25,0.0
2022-04-13,4975.5,4975.5,4975.5,4975.5,0.0
2022-04-14,4927.75,4927.75,4927.75,4927.75,0.0
2022-04-18,4928.0,4928.0,4928.0,4928.0,0.0
2022-04-19,5015.0,5015.0,5015.0,5015.0,0.0
2022-04-20,5011.5,5011.5,5011.5,5011.5,0.0
2022-04-21,4946.25,4946.25,4946.25,4946.25,0.0
2022-04-22,4813.5,4813.5,4813.5,4813.5,0.0
2022-04-25,4828.75,4828.75,4828.75,4828.75,0.0
2022-04-26,4681.75,4681.75,4681.75,4681.75,0.0
2022-04-27,4708.0,4708.0,4708.0,4708.0,0.0
2022-04-28,4813.5,4813.5,4813.5,4813.5,0.0
2022-04-29,4655.75,4655.75,4655.75,4655.75,0.0
2022-05-02,4668.75,4668.75,4668.75,4668.75,0.0
2022-05-03,4690.5,4690.5,4690.5,4690.5,0.0
2022-05-04,4826.5,4826.5,4826.5,4826.5,0.0
2022-05-05,4650.25,4650.25,4650.25,4650.25,0.0
2022-05-06,4634.0,4634.0,4634.0,4634.0,0.0
2022-05-09,4473.0,4473.0,4473.0,4473.0,0.0
2022-05-10,4483.75,4483.75,4483.75,4483.75,0.0
2022-05-11,4410.75,4410.75,4410.75,4410.75,0.0
2022-05-12,4394.5,4394.5,4394.5,4394.5,0.0
2022-05-13,4498.0,4498.0,4498.0,4498.0,0.0
2022-05-16,4487.0,4487.0,4487.0,4487.0,0.0
2022-05-17,4582.75,4582.75,4582.75,4582.75,0.0
2022-05-18,4403.25,4403.25,4403.25,4403.25,0.0
2022-05-19,4375.0,4375.0,4375.0,4375.0,0.0
2022-05-20,4365.25,4365.25,4365.25,4365.25,0.0
